X;run_number;resolution_speed;coop_success;mean_after_bounce;bounce_back;mean_coop;std_coop;benefit;set_std;cost;synergy;trait_mut;set_mut;dir_exp;baseline;set_mean;total_sets;population;K_M_ratio;b_c_ratio
1877;1877;500;0,0000;0,00875000000000000;0,00875000000000000;0,1195000000000000;0,1577524431929130;0,1;3;10;1;0;0,4;1,0;10;5;150;200;0,0333333333333333;0,01
1880;1880;600;0,0000;0,01125000000000000;0,01125000000000000;0,1431818181818180;0,1734109674627400;0,1;3;10;1;0;0,4;1,0;10;5;250;200;0,0200000000000000;0,01
1883;1883;500;0,0000;0,01375000000000000;0,01375000000000000;0,1295000000000000;0,1619233357693280;0,1;3;10;1;0;0,4;1,0;10;5;450;200;0,0111111111111111;0,01
1886;1886;1200;0,0000;0,00954545454545455;0,00954545454545455;0,1212500000000000;0,1562971667939830;0,1;3;10;1;0;0,4;1,0;10;10;100;200;0,1000000000000000;0,01
1889;1889;700;0,0000;0,01071428571428570;0,01071428571428570;0,1180000000000000;0,1496639091908460;0,1;3;10;1;0;0,4;1,0;10;10;150;200;0,0666666666666667;0,01
1892;1892;500;0,0000;0,01000000000000000;0,01000000000000000;0,0862500000000000;0,1217882850016220;0,1;3;10;1;0;0,4;1,0;10;10;250;200;0,0400000000000000;0,01
1895;1895;500;0,0000;0,00700000000000000;0,00700000000000000;0,1136363636363640;0,1611690247704400;0,1;3;10;1;0;0,4;1,0;10;10;450;200;0,0222222222222222;0,01
1898;1898;1700;0,0000;0,01958333333333330;0,01958333333333330;0,1416666666666670;0,1424256208386130;0,1;3;10;1;0;0,4;1,0;10;15;100;200;0,1500000000000000;0,01
1901;1901;900;0,0000;0,02000000000000000;0,02000000000000000;0,1172500000000000;0,1414722866668130;0,1;3;10;1;0;0,4;1,0;10;15;150;200;0,1000000000000000;0,01
1904;1904;800;0,0000;0,01187500000000000;0,01187500000000000;0,1052941176470590;0,1310232635383320;0,1;3;10;1;0;0,4;1,0;10;15;250;200;0,0600000000000000;0,01
1907;1907;800;0,0000;0,00833333333333333;0,00833333333333333;0,1487500000000000;0,1647880870583900;0,1;3;10;1;0;0,4;1,0;10;15;450;200;0,0333333333333333;0,01
1910;1910;1700;0,0000;0,02142857142857140;0,02142857142857140;0,2038000000000000;0,1685309071555320;0,1;3;10;1;0;0,4;1,0;10;25;100;200;0,2500000000000000;0,01
1913;1913;1400;0,0000;0,01785714285714290;0,01785714285714290;0,1797727272727270;0,1624329698582460;0,1;3;10;1;0;0,4;1,0;10;25;150;200;0,1666666666666667;0,01
1916;1916;1700;0,0000;0,01250000000000000;0,01250000000000000;0,2297500000000000;0,1649200364450990;0,1;3;10;1;0;0,4;1,0;10;25;250;200;0,1000000000000000;0,01
1919;1919;900;0,0000;0,01062500000000000;0,01062500000000000;0,1633333333333330;0,1866500342730150;0,1;3;10;1;0;0,4;1,0;10;25;450;200;0,0555555555555556;0,01
1922;1922;2900;0,0000;0,01000000000000000;0,01000000000000000;0,2178125000000000;0,1395149286728150;0,1;3;10;1;0;0,4;1,0;10;30;100;200;0,3000000000000000;0,01
1925;1925;4500;0,0000;0,01100000000000000;0,01100000000000000;0,2746078431372550;0,1987104504983440;0,1;3;10;1;0;0,4;1,0;10;30;150;200;0,2000000000000000;0,01
1928;1928;1100;0,0000;0,02000000000000000;0,02000000000000000;0,1631250000000000;0,1426519657534850;0,1;3;10;1;0;0,4;1,0;10;30;250;200;0,1200000000000000;0,01
1931;1931;2600;0,0000;0,02200000000000000;0,02200000000000000;0,2621875000000000;0,1649923629708650;0,1;3;10;1;0;0,4;1,0;10;30;450;200;0,0666666666666667;0,01
1934;1934;5000;0,0000;NA;0,00000000000000000;0,3920588235294120;0,1472351061078450;0,1;3;10;1;0;0,4;1,0;10;40;100;200;0,4000000000000000;0,01
1937;1937;NA;0,4655;NA;0,00000000000000000;0,5252941176470590;0,1053347604768050;0,1;3;10;1;0;0,4;1,0;10;40;150;200;0,2666666666666667;0,01
1940;1940;2100;0,0000;0,01250000000000000;0,01250000000000000;0,2888461538461540;0,1846905936549430;0,1;3;10;1;0;0,4;1,0;10;40;250;200;0,1600000000000000;0,01
1943;1943;1800;0,0000;0,01833333333333330;0,01833333333333330;0,1753571428571430;0,1538513506448290;0,1;3;10;1;0;0,4;1,0;10;40;450;200;0,0888888888888889;0,01
2594;2594;1100;1,0000;0,99083333333333301;0,00916666666666666;0,8202777777777780;0,1864645702210270;0,1;7;10;1;0;0,0;0,0;10;5;100;200;0,0500000000000000;0,01
2597;2597;1200;1,0000;0,99250000000000005;0,00750000000000006;0,7821428571428570;0,2376056156142540;0,1;7;10;1;0;0,0;0,0;10;5;150;200;0,0333333333333333;0,01
2600;2600;700;0,0000;0,84953488372093000;0,84953488372093000;0,7468627450980390;0,3643390739192180;0,1;7;10;1;0;0,0;0,0;10;5;250;200;0,0200000000000000;0,01
2603;2603;NA;0,9350;NA;0,00000000000000000;0,8571568627450979;0,1756509462028620;0,1;7;10;1;0;0,0;0,0;10;5;450;200;0,0111111111111111;0,01
2606;2606;1900;1,0000;0,98999999999999999;0,01000000000000000;0,5858000000000000;0,3391400890487590;0,1;7;10;1;0;0,0;0,0;10;10;100;200;0,1000000000000000;0,01
2609;2609;1200;1,0000;0,98799999999999999;0,01200000000000000;0,7336111111111110;0,2672892548375900;0,1;7;10;1;0;0,0;0,0;10;10;150;200;0,0666666666666667;0,01
2612;2612;1600;1,0000;0,98590909090909096;0,01409090909090920;0,6658928571428570;0,3700626913141140;0,1;7;10;1;0;0,0;0,0;10;10;250;200;0,0400000000000000;0,01
2615;2615;500;0,0000;0,02000000000000000;0,02000000000000000;0,1386363636363640;0,1693678084685950;0,1;7;10;1;0;0,0;0,0;10;10;450;200;0,0222222222222222;0,01
2618;2618;1400;1,0000;0,98571428571428599;0,01428571428571430;0,7034090909090910;0,2606831061234730;0,1;7;10;1;0;0,0;0,0;10;15;100;200;0,1500000000000000;0,01
2621;2621;1500;1,0000;0,98375000000000001;0,01625000000000000;0,6835416666666670;0,3088635521400670;0,1;7;10;1;0;0,0;0,0;10;15;150;200;0,1000000000000000;0,01
2624;2624;800;1,0000;0,99099999999999999;0,00900000000000001;0,7778571428571430;0,2385993929784200;0,1;7;10;1;0;0,0;0,0;10;15;250;200;0,0600000000000000;0,01
2627;2627;1200;1,0000;0,98428571428571399;0,01571428571428570;0,7775000000000000;0,2329021705623020;0,1;7;10;1;0;0,0;0,0;10;15;450;200;0,0333333333333333;0,01
2630;2630;3700;1,0000;0,97153846153846102;0,02846153846153850;0,6707843137254900;0,2799988795495790;0,1;7;10;1;0;0,0;0,0;10;25;100;200;0,2500000000000000;0,01
2633;2633;1700;1,0000;0,98222222222222200;0,01777777777777780;0,7585185185185180;0,2281270513703970;0,1;7;10;1;0;0,0;0,0;10;25;150;200;0,1666666666666667;0,01
2636;2636;1700;1,0000;0,98375000000000001;0,01625000000000000;0,6617307692307690;0,3002397119226310;0,1;7;10;1;0;0,0;0,0;10;25;250;200;0,1000000000000000;0,01
2639;2639;1000;1,0000;0,98099999999999998;0,01900000000000000;0,7815625000000000;0,2182866521342980;0,1;7;10;1;0;0,0;0,0;10;25;450;200;0,0555555555555556;0,01
2642;2642;2000;1,0000;0,99333333333333296;0,00666666666666671;0,7495833333333330;0,2014669930171250;0,1;7;10;1;0;0,0;0,0;10;30;100;200;0,3000000000000000;0,01
2645;2645;1300;1,0000;0,98812500000000003;0,01187500000000000;0,8084090909090910;0,2088425378789140;0,1;7;10;1;0;0,0;0,0;10;30;150;200;0,2000000000000000;0,01
2648;2648;1300;1,0000;0,98833333333333295;0,01166666666666670;0,6862500000000000;0,2809423756236370;0,1;7;10;1;0;0,0;0,0;10;30;250;200;0,1200000000000000;0,01
2651;2651;1200;1,0000;0,98999999999999999;0,01000000000000000;0,7568181818181819;0,2804271633408470;0,1;7;10;1;0;0,0;0,0;10;30;450;200;0,0666666666666667;0,01
2654;2654;3900;1,0000;0,98999999999999999;0,01000000000000000;0,7391304347826090;0,1515633506998390;0,1;7;10;1;0;0,0;0,0;10;40;100;200;0,4000000000000000;0,01
2657;2657;1600;1,0000;0,98550000000000004;0,01450000000000000;0,8022222222222219;0,1850277179512750;0,1;7;10;1;0;0,0;0,0;10;40;150;200;0,2666666666666667;0,01
2660;2660;1300;1,0000;0,97999999999999998;0,02000000000000000;0,7362500000000000;0,2296443188016950;0,1;7;10;1;0;0,0;0,0;10;40;250;200;0,1600000000000000;0,01
2663;2663;1600;1,0000;0,99444444444444402;0,00555555555555554;0,7457692307692310;0,2679391434922950;0,1;7;10;1;0;0,0;0,0;10;40;450;200;0,0888888888888889;0,01
2666;2666;2100;1,0000;0,97299999999999998;0,02700000000000000;0,6845312500000000;0,3173081319551060;0,1;7;10;1;0;0,0;0,5;10;5;100;200;0,0500000000000000;0,01
2669;2669;1100;1,0000;0,99050000000000005;0,00950000000000006;0,8465909090909089;0,2028275502773600;0,1;7;10;1;0;0,0;0,5;10;5;150;200;0,0333333333333333;0,01
2672;2672;1200;1,0000;0,98187500000000005;0,01812500000000010;0,7926190476190480;0,2208088485977130;0,1;7;10;1;0;0,0;0,5;10;5;250;200;0,0200000000000000;0,01
2675;2675;500;0,0000;0,01642857142857140;0,01642857142857140;0,1192307692307690;0,1580591418036060;0,1;7;10;1;0;0,0;0,5;10;5;450;200;0,0111111111111111;0,01
2678;2678;1200;1,0000;0,98071428571428598;0,01928571428571440;0,8030000000000000;0,1917674029706440;0,1;7;10;1;0;0,0;0,5;10;10;100;200;0,1000000000000000;0,01
2681;2681;900;1,0000;0,98222222222222200;0,01777777777777780;0,8468421052631580;0,1777264637200460;0,1;7;10;1;0;0,0;0,5;10;10;150;200;0,0666666666666667;0,01
2684;2684;1000;1,0000;0,98888888888888904;0,01111111111111110;0,8372500000000000;0,2175731879282540;0,1;7;10;1;0;0,0;0,5;10;10;250;200;0,0400000000000000;0,01
2687;2687;500;0,0000;0,01409090909090910;0,01409090909090910;0,0744117647058824;0,1159590761990680;0,1;7;10;1;0;0,0;0,5;10;10;450;200;0,0222222222222222;0,01
2690;2690;1200;1,0000;0,98750000000000004;0,01250000000000000;0,7626190476190480;0,2707656692031830;0,1;7;10;1;0;0,0;0,5;10;15;100;200;0,1500000000000000;0,01
2693;2693;1000;1,0000;0,98624999999999996;0,01375000000000000;0,7556666666666670;0,2162163819175680;0,1;7;10;1;0;0,0;0,5;10;15;150;200;0,1000000000000000;0,01
2696;2696;900;1,0000;0,98166666666666702;0,01833333333333330;0,8236842105263160;0,2067596706408400;0,1;7;10;1;0;0,0;0,5;10;15;250;200;0,0600000000000000;0,01
2699;2699;600;0,0000;0,01300000000000000;0,01300000000000000;0,1337500000000000;0,1632778585445960;0,1;7;10;1;0;0,0;0,5;10;15;450;200;0,0333333333333333;0,01
2702;2702;1600;1,0000;0,98699999999999999;0,01300000000000000;0,7593181818181820;0,1999541343512450;0,1;7;10;1;0;0,0;0,5;10;25;100;200;0,2500000000000000;0,01
2705;2705;1600;1,0000;0,98857142857142899;0,01142857142857150;0,7145833333333330;0,2472057612714500;0,1;7;10;1;0;0,0;0,5;10;25;150;200;0,1666666666666667;0,01
2708;2708;1200;1,0000;0,99166666666666703;0,00833333333333330;0,6928125000000001;0,2386417730267130;0,1;7;10;1;0;0,0;0,5;10;25;250;200;0,1000000000000000;0,01
2711;2711;1200;1,0000;0,99250000000000005;0,00750000000000006;0,6843333333333330;0,2772367906596060;0,1;7;10;1;0;0,0;0,5;10;25;450;200;0,0555555555555556;0,01
2714;2714;2200;1,0000;0,97307692307692295;0,02692307692307690;0,7433333333333330;0,2454005472109400;0,1;7;10;1;0;0,0;0,5;10;30;100;200;0,3000000000000000;0,01
2717;2717;1500;1,0000;0,99250000000000005;0,00750000000000006;0,7080555555555560;0,1834404767131070;0,1;7;10;1;0;0,0;0,5;10;30;150;200;0,2000000000000000;0,01
2720;2720;1000;1,0000;0,98499999999999999;0,01500000000000000;0,7483333333333330;0,2149307751236150;0,1;7;10;1;0;0,0;0,5;10;30;250;200;0,1200000000000000;0,01
2723;2723;1400;1,0000;0,98333333333333295;0,01666666666666670;0,6430555555555560;0,2680931515509050;0,1;7;10;1;0;0,0;0,5;10;30;450;200;0,0666666666666667;0,01
2726;2726;2200;1,0000;0,97150000000000003;0,02850000000000000;0,8013636363636359;0,1710412629641270;0,1;7;10;1;0;0,0;0,5;10;40;100;200;0,4000000000000000;0,01
2729;2729;1600;1,0000;0,98735294117647099;0,01264705882352950;0,7995588235294120;0,2235131602357540;0,1;7;10;1;0;0,0;0,5;10;40;150;200;0,2666666666666667;0,01
2732;2732;1200;1,0000;0,99099999999999999;0,00900000000000001;0,8726785714285710;0,1737414114203290;0,1;7;10;1;0;0,0;0,5;10;40;250;200;0,1600000000000000;0,01
2735;2735;1200;1,0000;0,99250000000000005;0,00750000000000006;0,7435714285714290;0,2914281337531730;0,1;7;10;1;0;0,0;0,5;10;40;450;200;0,0888888888888889;0,01
2738;2738;700;0,0000;0,00900000000000000;0,00900000000000000;0,1219230769230770;0,1527871403502610;0,1;7;10;1;0;0,0;1,0;10;5;100;200;0,0500000000000000;0,01
2741;2741;1300;1,0000;0,98918918918918897;0,01081081081081080;0,9028431372549020;0,1783290635369370;0,1;7;10;1;0;0,0;1,0;10;5;150;200;0,0333333333333333;0,01
2744;2744;NA;0,9450;NA;0,00000000000000000;0,7061764705882350;0,3359398580628590;0,1;7;10;1;0;0,0;1,0;10;5;250;200;0,0200000000000000;0,01
2747;2747;800;0,0000;0,01333333333333330;0,01333333333333330;0,0472549019607843;0,0954741521328689;0,1;7;10;1;0;0,0;1,0;10;5;450;200;0,0111111111111111;0,01
2750;2750;800;0,0000;0,01000000000000000;0,01000000000000000;0,1457142857142860;0,1679498224385570;0,1;7;10;1;0;0,0;1,0;10;10;100;200;0,1000000000000000;0,01
2753;2753;2400;1,0000;0,98250000000000004;0,01750000000000010;0,4648387096774190;0,3768476347079100;0,1;7;10;1;0;0,0;1,0;10;10;150;200;0,0666666666666667;0,01
2756;2756;1400;1,0000;0,98928571428571399;0,01071428571428570;0,7145454545454550;0,2810817077060090;0,1;7;10;1;0;0,0;1,0;10;10;250;200;0,0400000000000000;0,01
2759;2759;1100;1,0000;0,98999999999999999;0,01000000000000000;0,7532352941176470;0,2555933120730480;0,1;7;10;1;0;0,0;1,0;10;10;450;200;0,0222222222222222;0,01
2762;2762;1100;1,0000;0,99375000000000002;0,00624999999999998;0,7500000000000000;0,2231964754799380;0,1;7;10;1;0;0,0;1,0;10;15;100;200;0,1500000000000000;0,01
2765;2765;1200;1,0000;0,98624999999999996;0,01375000000000000;0,6035294117647060;0,2981126292290920;0,1;7;10;1;0;0,0;1,0;10;15;150;200;0,1000000000000000;0,01
2768;2768;700;0,0000;0,01000000000000000;0,01000000000000000;0,1218750000000000;0,1670516387228810;0,1;7;10;1;0;0,0;1,0;10;15;250;200;0,0600000000000000;0,01
2771;2771;600;0,0000;0,01111111111111110;0,01111111111111110;0,1003125000000000;0,1515197319383410;0,1;7;10;1;0;0,0;1,0;10;15;450;200;0,0333333333333333;0,01
2774;2774;1700;1,0000;0,97333333333333305;0,02666666666666670;0,6918750000000000;0,2671500657096970;0,1;7;10;1;0;0,0;1,0;10;25;100;200;0,2500000000000000;0,01
2777;2777;1500;1,0000;0,98916666666666697;0,01083333333333340;0,7588636363636360;0,2165472114925400;0,1;7;10;1;0;0,0;1,0;10;25;150;200;0,1666666666666667;0,01
2780;2780;1200;1,0000;0,98850000000000005;0,01150000000000010;0,8378260869565221;0,1874580321938540;0,1;7;10;1;0;0,0;1,0;10;25;250;200;0,1000000000000000;0,01
2783;2783;1000;1,0000;0,98833333333333295;0,01166666666666670;0,7820588235294120;0,2361677027527880;0,1;7;10;1;0;0,0;1,0;10;25;450;200;0,0555555555555556;0,01
2786;2786;2600;1,0000;0,98576923076923095;0,01423076923076930;0,7643750000000000;0,2251386680954540;0,1;7;10;1;0;0,0;1,0;10;30;100;200;0,3000000000000000;0,01
2789;2789;1800;1,0000;0,98250000000000004;0,01750000000000010;0,7466000000000000;0,1914240493424650;0,1;7;10;1;0;0,0;1,0;10;30;150;200;0,2000000000000000;0,01
2792;2792;1200;1,0000;0,99124999999999996;0,00875000000000004;0,6776470588235290;0,2745912737999130;0,1;7;10;1;0;0,0;1,0;10;30;250;200;0,1200000000000000;0,01
2795;2795;1100;1,0000;0,98999999999999999;0,01000000000000000;0,8013157894736840;0,2222163741920570;0,1;7;10;1;0;0,0;1,0;10;30;450;200;0,0666666666666667;0,01
2798;2798;2000;1,0000;0,98937500000000000;0,01062500000000000;0,8683783783783779;0,1461023901529620;0,1;7;10;1;0;0,0;1,0;10;40;100;200;0,4000000000000000;0,01
2801;2801;2000;1,0000;0,98399999999999999;0,01600000000000000;0,6598387096774190;0,2934691462231530;0,1;7;10;1;0;0,0;1,0;10;40;150;200;0,2666666666666667;0,01
2804;2804;1500;1,0000;0,98999999999999999;0,01000000000000000;0,7150000000000000;0,2335058885767120;0,1;7;10;1;0;0,0;1,0;10;40;250;200;0,1600000000000000;0,01
2807;2807;1300;1,0000;0,99333333333333296;0,00666666666666671;0,7364705882352940;0,2196998286432700;0,1;7;10;1;0;0,0;1,0;10;40;450;200;0,0888888888888889;0,01
2810;2810;1300;0,0000;0,01500000000000000;0,01500000000000000;0,1713157894736840;0,1563635552279010;0,1;7;10;1;0;0,2;0,0;10;5;100;200;0,0500000000000000;0,01
2813;2813;800;0,0000;0,01166666666666670;0,01166666666666670;0,1196666666666670;0,1530693898048790;0,1;7;10;1;0;0,2;0,0;10;5;150;200;0,0333333333333333;0,01
2816;2816;500;0,0000;0,01000000000000000;0,01000000000000000;0,1025000000000000;0,1602252020894820;0,1;7;10;1;0;0,2;0,0;10;5;250;200;0,0200000000000000;0,01
2819;2819;700;0,0000;0,00800000000000000;0,00800000000000000;0,1292307692307690;0,1605569233668410;0,1;7;10;1;0;0,2;0,0;10;5;450;200;0,0111111111111111;0,01
2822;2822;3900;1,0000;0,95999999999999996;0,04000000000000000;0,5928431372549020;0,3131537240748720;0,1;7;10;1;0;0,2;0,0;10;10;100;200;0,1000000000000000;0,01
2825;2825;600;0,0000;0,01357142857142860;0,01357142857142860;0,1264285714285710;0,1793088072339120;0,1;7;10;1;0;0,2;0,0;10;10;150;200;0,0666666666666667;0,01
2828;2828;700;0,0000;0,01187500000000000;0,01187500000000000;0,1265625000000000;0,1666405187821980;0,1;7;10;1;0;0,2;0,0;10;10;250;200;0,0400000000000000;0,01
2831;2831;1900;1,0000;0,98181818181818203;0,01818181818181820;0,6761290322580650;0,3362110192458980;0,1;7;10;1;0;0,2;0,0;10;10;450;200;0,0222222222222222;0,01
2834;2834;NA;0,5490;NA;0,00000000000000000;0,4286274509803920;0,1346219834624810;0,1;7;10;1;0;0,2;0,0;10;15;100;200;0,1500000000000000;0,01
2837;2837;NA;0,7725;NA;0,00000000000000000;0,6435294117647060;0,1589002646871520;0,1;7;10;1;0;0,2;0,0;10;15;150;200;0,1000000000000000;0,01
2840;2840;800;0,0000;0,00944444444444444;0,00944444444444444;0,1050000000000000;0,1492234802530200;0,1;7;10;1;0;0,2;0,0;10;15;250;200;0,0600000000000000;0,01
2843;2843;700;0,0000;0,00928571428571429;0,00928571428571429;0,1300000000000000;0,1701260037232910;0,1;7;10;1;0;0,2;0,0;10;15;450;200;0,0333333333333333;0,01
2846;2846;1600;1,0000;0,97571428571428598;0,02428571428571440;0,7952083333333330;0,1687452361109640;0,1;7;10;1;0;0,2;0,0;10;25;100;200;0,2500000000000000;0,01
2849;2849;NA;0,2155;NA;0,00000000000000000;0,3880392156862750;0,1126857507911830;0,1;7;10;1;0;0,2;0,0;10;25;150;200;0,1666666666666667;0,01
2852;2852;2700;1,0000;0,97833333333333306;0,02166666666666670;0,7838235294117650;0,1714998843692930;0,1;7;10;1;0;0,2;0,0;10;25;250;200;0,1000000000000000;0,01
2855;2855;2700;0,0000;0,02750000000000000;0,02750000000000000;0,1937500000000000;0,1386226893405260;0,1;7;10;1;0;0,2;0,0;10;25;450;200;0,0555555555555556;0,01
2858;2858;5000;0,0000;NA;0,00000000000000000;0,3422549019607840;0,1659738344604060;0,1;7;10;1;0;0,2;0,0;10;30;100;200;0,3000000000000000;0,01
2861;2861;3000;0,0000;0,00583333333333333;0,00583333333333333;0,2110810810810810;0,1831253939515490;0,1;7;10;1;0;0,2;0,0;10;30;150;200;0,2000000000000000;0,01
2864;2864;NA;0,5480;NA;0,00000000000000000;0,5973529411764710;0,0872373368528434;0,1;7;10;1;0;0,2;0,0;10;30;250;200;0,1200000000000000;0,01
2867;2867;2000;1,0000;0,97538461538461496;0,02461538461538460;0,7432352941176470;0,2512028105931760;0,1;7;10;1;0;0,2;0,0;10;30;450;200;0,0666666666666667;0,01
2870;2870;2200;0,0000;0,00500000000000000;0,00500000000000000;0,2346428571428570;0,1846113463640550;0,1;7;10;1;0;0,2;0,0;10;40;100;200;0,4000000000000000;0,01
2873;2873;3400;0,0000;0,01071428571428570;0,01071428571428570;0,2184523809523810;0,1650627674229250;0,1;7;10;1;0;0,2;0,0;10;40;150;200;0,2666666666666667;0,01
2876;2876;NA;0,1965;NA;0,00000000000000000;0,2780392156862740;0,0984889761921229;0,1;7;10;1;0;0,2;0,0;10;40;250;200;0,1600000000000000;0,01
2879;2879;2500;1,0000;0,94199999999999995;0,05800000000000010;0,8155882352941179;0,1906164920955780;0,1;7;10;1;0;0,2;0,0;10;40;450;200;0,0888888888888889;0,01
2882;2882;700;0,0000;0,00833333333333333;0,00833333333333333;0,1357142857142860;0,1595770508714680;0,1;7;10;1;0;0,2;0,5;10;5;100;200;0,0500000000000000;0,01
2885;2885;4200;0,0000;0,01250000000000000;0,01250000000000000;0,2929787234042550;0,1517458529426470;0,1;7;10;1;0;0,2;0,5;10;5;150;200;0,0333333333333333;0,01
2888;2888;600;0,0000;0,01142857142857140;0,01142857142857140;0,1217857142857140;0,1673619654298060;0,1;7;10;1;0;0,2;0,5;10;5;250;200;0,0200000000000000;0,01
2891;2891;1300;1,0000;0,99399999999999999;0,00600000000000001;0,6973684210526320;0,2956037532700970;0,1;7;10;1;0;0,2;0,5;10;5;450;200;0,0111111111111111;0,01
2894;2894;700;0,0000;0,02000000000000000;0,02000000000000000;0,1346666666666670;0,1643653016331380;0,1;7;10;1;0;0,2;0,5;10;10;100;200;0,1000000000000000;0,01
2897;2897;1700;0,0000;0,00800000000000000;0,00800000000000000;0,1636956521739130;0,1406496080796690;0,1;7;10;1;0;0,2;0,5;10;10;150;200;0,0666666666666667;0,01
2900;2900;800;0,0000;0,00916666666666667;0,00916666666666667;0,1330000000000000;0,1642493748629110;0,1;7;10;1;0;0,2;0,5;10;10;250;200;0,0400000000000000;0,01
2903;2903;600;0,0000;0,00687500000000000;0,00687500000000000;0,1120000000000000;0,1663344307626740;0,1;7;10;1;0;0,2;0,5;10;10;450;200;0,0222222222222222;0,01
2906;2906;NA;0,5930;NA;0,00000000000000000;0,5149019607843141;0,0831113120825224;0,1;7;10;1;0;0,2;0,5;10;15;100;200;0,1500000000000000;0,01
2909;2909;700;0,0000;0,02588235294117650;0,02588235294117650;0,0814000000000000;0,1151857196009990;0,1;7;10;1;0;0,2;0,5;10;15;150;200;0,1000000000000000;0,01
2912;2912;800;0,0000;0,00500000000000000;0,00500000000000000;0,1422727272727270;0,1424142485210600;0,1;7;10;1;0;0,2;0,5;10;15;250;200;0,0600000000000000;0,01
2915;2915;2000;1,0000;0,99299999999999999;0,00700000000000001;0,7805769230769229;0,1915062762578650;0,1;7;10;1;0;0,2;0,5;10;15;450;200;0,0333333333333333;0,01
2918;2918;NA;0,1235;NA;0,00000000000000000;0,2857843137254900;0,1116573891375740;0,1;7;10;1;0;0,2;0,5;10;25;100;200;0,2500000000000000;0,01
2921;2921;2200;0,0000;0,01500000000000000;0,01500000000000000;0,1792424242424240;0,1520183028254800;0,1;7;10;1;0;0,2;0,5;10;25;150;200;0,1666666666666667;0,01
2924;2924;2900;1,0000;0,97166666666666701;0,02833333333333330;0,7561764705882350;0,2744131706665960;0,1;7;10;1;0;0,2;0,5;10;25;250;200;0,1000000000000000;0,01
2927;2927;4800;1,0000;0,96250000000000002;0,03750000000000010;0,6132352941176470;0,3099900377905910;0,1;7;10;1;0;0,2;0,5;10;25;450;200;0,0555555555555556;0,01
2930;2930;4900;0,0000;0,06000000000000000;0,06000000000000000;0,3251960784313730;0,1266529146301570;0,1;7;10;1;0;0,2;0,5;10;30;100;200;0,3000000000000000;0,01
2933;2933;3100;0,0000;0,01583333333333330;0,01583333333333330;0,1881818181818180;0,1364376120698210;0,1;7;10;1;0;0,2;0,5;10;30;150;200;0,2000000000000000;0,01
2936;2936;4500;1,0000;0,98699999999999999;0,01300000000000000;0,7050980392156860;0,2429351563608660;0,1;7;10;1;0;0,2;0,5;10;30;250;200;0,1200000000000000;0,01
2939;2939;2300;1,0000;0,99250000000000005;0,00750000000000006;0,6576923076923080;0,2345345636328720;0,1;7;10;1;0;0,2;0,5;10;30;450;200;0,0666666666666667;0,01
2942;2942;NA;0,6160;NA;0,00000000000000000;0,5297058823529410;0,0656156365869134;0,1;7;10;1;0;0,2;0,5;10;40;100;200;0,4000000000000000;0,01
2945;2945;2700;0,0000;0,01214285714285710;0,01214285714285710;0,2935714285714290;0,2127224490648190;0,1;7;10;1;0;0,2;0,5;10;40;150;200;0,2666666666666667;0,01
2948;2948;NA;0,3840;NA;0,00000000000000000;0,5027450980392160;0,0773777340421015;0,1;7;10;1;0;0,2;0,5;10;40;250;200;0,1600000000000000;0,01
2951;2951;NA;0,7610;NA;0,00000000000000000;0,4400980392156860;0,2076595535873040;0,1;7;10;1;0;0,2;0,5;10;40;450;200;0,0888888888888889;0,01
2954;2954;2700;0,0000;0,01541666666666670;0,01541666666666670;0,1703750000000000;0,1420517579021000;0,1;7;10;1;0;0,2;1,0;10;5;100;200;0,0500000000000000;0,01
2957;2957;4500;0,0000;0,01700000000000000;0,01700000000000000;0,2155882352941180;0,1371701390931110;0,1;7;10;1;0;0,2;1,0;10;5;150;200;0,0333333333333333;0,01
2960;2960;800;0,0000;0,01100000000000000;0,01100000000000000;0,1165789473684210;0,1599744131587830;0,1;7;10;1;0;0,2;1,0;10;5;250;200;0,0200000000000000;0,01
2963;2963;500;0,0000;0,00625000000000000;0,00625000000000000;0,1300000000000000;0,1696401419999930;0,1;7;10;1;0;0,2;1,0;10;5;450;200;0,0111111111111111;0,01
2966;2966;800;0,0000;0,01750000000000000;0,01750000000000000;0,1688461538461540;0,1571908851014410;0,1;7;10;1;0;0,2;1,0;10;10;100;200;0,1000000000000000;0,01
2969;2969;1700;0,0000;0,01000000000000000;0,01000000000000000;0,1780434782608700;0,1489641440264520;0,1;7;10;1;0;0,2;1,0;10;10;150;200;0,0666666666666667;0,01
2972;2972;800;0,0000;0,01208333333333330;0,01208333333333330;0,0995238095238095;0,1389865529638100;0,1;7;10;1;0;0,2;1,0;10;10;250;200;0,0400000000000000;0,01
2975;2975;600;0,0000;0,01944444444444440;0,01944444444444440;0,1115625000000000;0,1450484832736970;0,1;7;10;1;0;0,2;1,0;10;10;450;200;0,0222222222222222;0,01
2978;2978;1300;0,0000;0,01541666666666670;0,01541666666666670;0,1536538461538460;0,1659611863798740;0,1;7;10;1;0;0,2;1,0;10;15;100;200;0,1500000000000000;0,01
2981;2981;4000;1,0000;0,98250000000000004;0,01750000000000010;0,8219387755102040;0,1457695681780070;0,1;7;10;1;0;0,2;1,0;10;15;150;200;0,1000000000000000;0,01
2984;2984;1800;0,0000;0,01750000000000000;0,01750000000000000;0,1934782608695650;0,1418260360650640;0,1;7;10;1;0;0,2;1,0;10;15;250;200;0,0600000000000000;0,01
