run_number;resolution_speed;coop_success;mean_after_bounce;bounce_back;mean_coop;std_coop;benefit;set_std;cost;synergy;trait_mut;set_mut;dir_exp;baseline;set_mean;total_sets;population;K_M_ratio;b_c_ratio
35;800;0,0000;0,00625000000000000;0,00625000000000000;0,1711538461538462;0,1811209752963684;20;2;10;0;0;0,00;0,0;10;18;100;200;0,180;2,0
36;700;0,0000;0,00750000000000000;0,00750000000000000;0,1554166666666667;0,1689063529314574;20;2;10;0;0;0,00;0,0;10;18;100;200;0,180;2,0
37;1100;0,0000;0,00833333333333333;0,00833333333333333;0,1180555555555556;0,1360810624427791;20;2;10;0;0;0,00;0,0;10;18;150;200;0,120;2,0
38;1000;0,0000;0,01650000000000000;0,01650000000000000;0,1435714285714286;0,1696477442905067;20;2;10;0;0;0,00;0,0;10;18;150;200;0,120;2,0
39;1000;0,0000;0,01100000000000000;0,01100000000000000;0,1731250000000000;0,1762845710775620;20;2;10;0;0;0,00;0,0;10;18;150;200;0,120;2,0
40;1200;0,0000;0,02750000000000000;0,02750000000000000;0,1183333333333333;0,1307988277215562;20;2;10;0;0;0,00;0,0;10;18;200;200;0,090;2,0
41;900;0,0000;0,01750000000000000;0,01750000000000000;0,1989285714285714;0,1762993364818939;20;2;10;0;0;0,00;0,0;10;18;200;200;0,090;2,0
42;1200;0,0000;0,01166666666666667;0,01166666666666667;0,1428947368421053;0,1551192712208692;20;2;10;0;0;0,00;0,0;10;18;200;200;0,090;2,0
43;1000;0,0000;0,01142857142857143;0,01142857142857143;0,1688888888888889;0,1800208775111078;20;2;10;0;0;0,00;0,0;10;18;250;200;0,072;2,0
44;1300;0,0000;0,00833333333333333;0,00833333333333333;0,1560000000000000;0,1516106509242811;20;2;10;0;0;0,00;0,0;10;18;250;200;0,072;2,0
45;1000;0,0000;0,01375000000000000;0,01375000000000000;0,1960000000000000;0,1721108446819748;20;2;10;0;0;0,00;0,0;10;18;250;200;0,072;2,0
46;700;0,0000;0,01500000000000000;0,01500000000000000;0,0944736842105263;0,1327162254256354;20;2;10;0;0;0,00;0,0;10;24;50;200;0,480;2,0
47;900;0,0000;0,00916666666666667;0,00916666666666667;0,1759375000000000;0,1893252822525296;20;2;10;0;0;0,00;0,0;10;24;50;200;0,480;2,0
48;800;0,0000;0,01333333333333333;0,01333333333333333;0,1423333333333333;0,1670101223051494;20;2;10;0;0;0,00;0,0;10;24;50;200;0,480;2,0
49;1000;0,0000;0,00625000000000000;0,00625000000000000;0,1347368421052632;0,1698894549422794;20;2;10;0;0;0,00;0,0;10;24;100;200;0,240;2,0
50;800;0,0000;0,01400000000000000;0,01400000000000000;0,1914285714285714;0,1913557758914869;20;2;10;0;0;0,00;0,0;10;24;100;200;0,240;2,0
51;700;0,0000;0,01500000000000000;0,01500000000000000;0,1553571428571429;0,1904293154318005;20;2;10;0;0;0,00;0,0;10;24;100;200;0,240;2,0
52;700;0,0000;0,01357142857142857;0,01357142857142857;0,1190000000000000;0,1526691099825277;20;2;10;0;0;0,00;0,0;10;24;150;200;0,160;2,0
53;900;0,0000;0,01300000000000000;0,01300000000000000;0,1476666666666667;0,1536910940196353;20;2;10;0;0;0,00;0,0;10;24;150;200;0,160;2,0
54;600;0,0000;0,00750000000000000;0,00750000000000000;0,1330769230769231;0,1653725398095975;20;2;10;0;0;0,00;0,0;10;24;150;200;0,160;2,0
55;700;0,0000;0,01090909090909091;0,01090909090909091;0,1039473684210526;0,1476348625209471;20;2;10;0;0;0,00;0,0;10;24;200;200;0,120;2,0
56;700;0,0000;0,01333333333333333;0,01333333333333333;0,1278571428571429;0,1490187686386967;20;2;10;0;0;0,00;0,0;10;24;200;200;0,120;2,0
57;600;0,0000;0,00888888888888889;0,00888888888888889;0,0962500000000000;0,1402913634785359;20;2;10;0;0;0,00;0,0;10;24;200;200;0,120;2,0
58;700;0,0000;0,01625000000000000;0,01625000000000000;0,1783333333333333;0,1857825382406848;20;2;10;0;0;0,00;0,0;10;24;250;200;0,096;2,0
59;800;0,0000;0,01500000000000000;0,01500000000000000;0,1634375000000000;0,1882703618912618;20;2;10;0;0;0,00;0,0;10;24;250;200;0,096;2,0
60;900;0,0000;0,01083333333333333;0,01083333333333333;0,1621875000000000;0,1753849931816669;20;2;10;0;0;0,00;0,0;10;24;250;200;0,096;2,0
61;700;0,0000;0,00800000000000000;0,00800000000000000;0,1361538461538462;0,1669974282006793;20;2;10;0;0;0,00;0,0;10;30;50;200;0,600;2,0
62;700;0,0000;0,00833333333333333;0,00833333333333333;0,1407142857142857;0,1715075367581121;20;2;10;0;0;0,00;0,0;10;30;50;200;0,600;2,0
63;800;0,0000;0,01416666666666667;0,01416666666666667;0,1410000000000000;0,1644601558346059;20;2;10;0;0;0,00;0,0;10;30;50;200;0,600;2,0
64;700;0,0000;0,00650000000000000;0,00650000000000000;0,0888888888888889;0,1376328829078151;20;2;10;0;0;0,00;0,0;10;30;100;200;0,300;2,0
65;700;0,0000;0,00966666666666667;0,00966666666666667;0,1017391304347826;0,1610449449945586;20;2;10;0;0;0,00;0,0;10;30;100;200;0,300;2,0
66;700;0,0000;0,01200000000000000;0,01200000000000000;0,1415384615384615;0,1613534502185680;20;2;10;0;0;0,00;0,0;10;30;100;200;0,300;2,0
67;1000;0,0000;0,00500000000000000;0,00500000000000000;0,1942307692307692;0,1696669059491537;20;2;10;0;0;0,00;0,0;10;30;150;200;0,200;2,0
68;800;0,0000;0,00785714285714286;0,00785714285714286;0,1503125000000000;0,1947944964143837;20;2;10;0;0;0,00;0,0;10;30;150;200;0,200;2,0
69;800;0,0000;0,00500000000000000;0,00500000000000000;0,1900000000000000;0,1833303030052588;20;2;10;0;0;0,00;0,0;10;30;150;200;0,200;2,0
70;900;0,0000;0,01437500000000000;0,01437500000000000;0,1691666666666667;0,2039409516617638;20;2;10;0;0;0,00;0,0;10;30;200;200;0,150;2,0
71;700;0,0000;0,01062500000000000;0,01062500000000000;0,1446875000000000;0,1864266500083433;20;2;10;0;0;0,00;0,0;10;30;200;200;0,150;2,0
72;800;0,0000;0,01214285714285714;0,01214285714285714;0,1534375000000000;0,1849929615778215;20;2;10;0;0;0,00;0,0;10;30;200;200;0,150;2,0
73;700;0,0000;0,01083333333333333;0,01083333333333333;0,1235714285714286;0,1621422520199775;20;2;10;0;0;0,00;0,0;10;30;250;200;0,120;2,0
74;1000;0,0000;0,01100000000000000;0,01100000000000000;0,1518750000000000;0,1491294180681107;20;2;10;0;0;0,00;0,0;10;30;250;200;0,120;2,0
75;600;0,0000;0,00687500000000000;0,00687500000000000;0,1166666666666667;0,1675630655973474;20;2;10;0;0;0,00;0,0;10;30;250;200;0,120;2,0
76;1000;0,0000;0,00750000000000000;0,00750000000000000;0,2123333333333333;0,2028006292842683;20;2;10;0;0;0,00;0,5;10;6;50;200;0,120;2,0
77;1200;0,0000;0,01000000000000000;0,01000000000000000;0,1970588235294118;0,1908047007375065;20;2;10;0;0;0,00;0,5;10;6;50;200;0,120;2,0
78;700;0,0000;0,01111111111111111;0,01111111111111111;0,1120588235294118;0,1566949546843465;20;2;10;0;0;0,00;0,5;10;6;50;200;0,120;2,0
79;1200;0,0000;0,01125000000000000;0,01125000000000000;0,0966000000000000;0,1352830366306138;20;2;10;0;0;0,00;0,5;10;6;100;200;0,060;2,0
80;700;0,0000;0,00500000000000000;0,00500000000000000;0,1487500000000000;0,1775224057561595;20;2;10;0;0;0,00;0,5;10;6;100;200;0,060;2,0
81;700;0,0000;0,00875000000000000;0,00875000000000000;0,1353125000000000;0,1879048407217511;20;2;10;0;0;0,00;0,5;10;6;100;200;0,060;2,0
82;1400;0,0000;0,01250000000000000;0,01250000000000000;0,1309523809523810;0,1363049801696461;20;2;10;0;0;0,00;0,5;10;6;150;200;0,040;2,0
83;NA;0,8000;NA;0,00000000000000000;0,6478431372549019;0,1729053350881944;20;2;10;0;0;0,00;0,5;10;6;150;200;0,040;2,0
