X;run_number;resolution_speed;coop_success;mean_after_bounce;bounce_back;mean_coop;std_coop;benefit;set_std;cost;synergy;trait_mut;set_mut;dir_exp;baseline;set_mean;total_sets;population;K_M_ratio;b_c_ratio
3038;3038;1200;1,0000;0,97069444444444397;0,02930555555555560;0,7882666666666670;0,2210379283420960;4;3;10;0,5;0;0,0;0;10;10;100;200;0,1000000000000000;0,4
3041;3041;1500;1,0000;0,98075000000000001;0,01925000000000000;0,7969318181818180;0,2161861583633900;4;3;10;0,5;0;0,0;0;10;10;150;200;0,0666666666666667;0,4
3044;3044;1300;1,0000;0,98380434782608694;0,01619565217391310;0,8319886363636360;0,2035934925635180;4;3;10;0,5;0;0,0;0;10;10;250;200;0,0400000000000000;0,4
3047;3047;1100;1,0000;0,97956521739130398;0,02043478260869570;0,7950000000000000;0,2037366454265290;4;3;10;0,5;0;0,0;0;10;10;450;200;0,0222222222222222;0,4
3050;3050;1500;1,0000;0,94227272727272704;0,05772727272727270;0,7523786407766990;0,2482802068388420;4;3;10;0,5;0;0,0;0;10;15;100;200;0,1500000000000000;0,4
3053;3053;1400;1,0000;0,97482758620689702;0,02517241379310340;0,7834459459459460;0,2101905946497840;4;3;10;0,5;0;0,0;0;10;15;150;200;0,1000000000000000;0,4
3056;3056;1200;1,0000;0,96148148148148105;0,03851851851851850;0,7382575757575760;0,2367593592078130;4;3;10;0,5;0;0,0;0;10;15;250;200;0,0600000000000000;0,4
3059;3059;1100;1,0000;0,97547619047619005;0,02452380952380950;0,7719298245614030;0,2187989830585800;4;3;10;0,5;0;0,0;0;10;15;450;200;0,0333333333333333;0,4
3062;3062;2200;1,0000;0,97046511627906995;0,02953488372093030;0,7484375000000000;0,2184569465592710;4;3;10;0,5;0;0,0;0;10;25;100;200;0,2500000000000000;0,4
3065;3065;1600;1,0000;0,95666666666666700;0,04333333333333330;0,7623333333333330;0,2015560256124190;4;3;10;0,5;0;0,0;0;10;25;150;200;0,1666666666666667;0,4
3068;3068;1500;1,0000;0,97742424242424197;0,02257575757575760;0,8079629629629630;0,1837164557439290;4;3;10;0,5;0;0,0;0;10;25;250;200;0,1000000000000000;0,4
3071;3071;1300;1,0000;0,98071428571428598;0,01928571428571440;0,7978571428571430;0,1907935767789160;4;3;10;0,5;0;0,0;0;10;25;450;200;0,0555555555555556;0,4
3074;3074;2700;1,0000;0,94246376811594201;0,05753623188405800;0,7657843137254901;0,1870416482320840;4;3;10;0,5;0;0,0;0;10;30;100;200;0,3000000000000000;0,4
3077;3077;1900;1,0000;0,97124999999999995;0,02875000000000010;0,7247619047619051;0,2197861841063700;4;3;10;0,5;0;0,0;0;10;30;150;200;0,2000000000000000;0,4
3080;3080;1600;1,0000;0,97696428571428595;0,02303571428571430;0,7627215189873420;0,2087351982597450;4;3;10;0,5;0;0,0;0;10;30;250;200;0,1200000000000000;0,4
3083;3083;1200;1,0000;0,97239130434782595;0,02760869565217390;0,7636290322580650;0,2202981760170180;4;3;10;0,5;0;0,0;0;10;30;450;200;0,0666666666666667;0,4
3086;3086;3300;1,0000;0,95726190476190498;0,04273809523809520;0,6823611111111110;0,2533916400205880;4;3;10;0,5;0;0,0;0;10;40;100;200;0,4000000000000000;0,4
3089;3089;2300;1,0000;0,95152542372881399;0,04847457627118650;0,8019083969465650;0,1773972703970770;4;3;10;0,5;0;0,0;0;10;40;150;200;0,2666666666666667;0,4
3092;3092;1700;1,0000;0,96803921568627405;0,03196078431372550;0,7950952380952380;0,2032074311467470;4;3;10;0,5;0;0,0;0;10;40;250;200;0,1600000000000000;0,4
3095;3095;1400;1,0000;0,98134615384615398;0,01865384615384610;0,7895070422535210;0,1968577349428800;4;3;10;0,5;0;0,0;0;10;40;450;200;0,0888888888888889;0,4
3098;3098;1100;0,0000;0,89231249999999995;0,89231249999999995;0,7572413793103450;0,2643353805363530;4;3;10;0,5;0;0,2;0;10;5;100;200;0,0500000000000000;0,4
3101;3101;1000;0,0000;0,61573529411764705;0,61573529411764705;0,5434653465346539;0,2403338746143140;4;3;10;0,5;0;0,2;0;10;5;150;200;0,0333333333333333;0,4
3104;3104;2100;1,0000;0,69985074626865695;0,30014925373134299;0,6181954887218050;0,2671612400055670;4;3;10;0,5;0;0,2;0;10;5;250;200;0,0200000000000000;0,4
3107;3107;1200;1,0000;0,98390624999999998;0,01609375000000000;0,7950000000000000;0,2211205230508600;4;3;10;0,5;0;0,2;0;10;5;450;200;0,0111111111111111;0,4
3110;3110;1300;0,0000;0,66364705882352903;0,66364705882352903;0,5833070866141730;0,2673668044540770;4;3;10;0,5;0;0,2;0;10;10;100;200;0,1000000000000000;0,4
3113;3113;1100;0,0000;0,82125000000000004;0,82125000000000004;0,6735714285714290;0,3102016167418540;4;3;10;0,5;0;0,2;0;10;10;150;200;0,0666666666666667;0,4
3116;3116;2300;1,0000;0,97140350877193005;0,02859649122807020;0,7965503875968990;0,2010157783468250;4;3;10;0,5;0;0,2;0;10;10;250;200;0,0400000000000000;0,4
3119;3119;1200;1,0000;0,95551724137931004;0,04448275862068960;0,8131443298969070;0,2165668675457000;4;3;10;0,5;0;0,2;0;10;10;450;200;0,0222222222222222;0,4
3122;3122;4200;0,0000;0,06954545454545449;0,06954545454545449;0,2195695364238410;0,1180648697360210;4;3;10;0,5;0;0,2;0;10;15;100;200;0,1500000000000000;0,4
3125;3125;1200;0,0000;0,46886075949367101;0,46886075949367101;0,4263135593220340;0,2209685633035150;4;3;10;0,5;0;0,2;0;10;15;150;200;0,1000000000000000;0,4
3128;3128;1100;0,0000;0,79593220338983095;0,79593220338983095;0,6617368421052630;0,2782895786508480;4;3;10;0,5;0;0,2;0;10;15;250;200;0,0600000000000000;0,4
3131;3131;1300;1,0000;0,89085365853658505;0,10914634146341499;0,7521686746987950;0,1923478061194200;4;3;10;0,5;0;0,2;0;10;15;450;200;0,0333333333333333;0,4
3134;3134;5000;0,0000;NA;0,00000000000000000;0,3439869281045750;0,1520867561852400;4;3;10;0,5;0;0,2;0;10;25;100;200;0,2500000000000000;0,4
3137;3137;4100;0,0000;0,51018518518518496;0,51018518518518496;0,5007189542483660;0,2440309907388910;4;3;10;0,5;0;0,2;0;10;25;150;200;0,1666666666666667;0,4
3140;3140;2800;1,0000;0,59509999999999996;0,40489999999999998;0,5251094890510950;0,2390179564640220;4;3;10;0,5;0;0,2;0;10;25;250;200;0,1000000000000000;0,4
3143;3143;2600;1,0000;0,95637499999999998;0,04362500000000000;0,7328099173553720;0,2463025684684590;4;3;10;0,5;0;0,2;0;10;25;450;200;0,0555555555555556;0,4
3146;3146;2500;0,0000;0,10455555555555600;0,10455555555555600;0,2268699186991870;0,1479745746519850;4;3;10;0,5;0;0,2;0;10;30;100;200;0,3000000000000000;0,4
3149;3149;1300;0,0000;0,20168831168831200;0,20168831168831200;0,2636974789915970;0,1495933218520910;4;3;10;0,5;0;0,2;0;10;30;150;200;0,2000000000000000;0,4
3152;3152;4200;1,0000;0,74187499999999995;0,25812499999999999;0,6477124183006540;0,1829221747515150;4;3;10;0,5;0;0,2;0;10;30;250;200;0,1200000000000000;0,4
3155;3155;3000;1,0000;0,95744680851063801;0,04255319148936180;0,7727142857142860;0,1880143988713080;4;3;10;0,5;0;0,2;0;10;30;450;200;0,0666666666666667;0,4
3158;3158;1700;0,0000;0,13342105263157900;0,13342105263157900;0,2436936936936940;0,1753784371939610;4;3;10;0,5;0;0,2;0;10;40;100;200;0,4000000000000000;0,4
3161;3161;3200;0,0000;0,33193181818181799;0,33193181818181799;0,4065034965034960;0,2398114245691510;4;3;10;0,5;0;0,2;0;10;40;150;200;0,2666666666666667;0,4
3164;3164;3500;0,0000;0,18985714285714300;0,18985714285714300;0,2670979020979020;0,1320763391443180;4;3;10;0,5;0;0,2;0;10;40;250;200;0,1600000000000000;0,4
3167;3167;NA;0,8695;NA;0,00000000000000000;0,6641830065359480;0,1974054216550190;4;3;10;0,5;0;0,2;0;10;40;450;200;0,0888888888888889;0,4
3170;3170;700;0,0000;0,08773809523809520;0,08773809523809520;0,1883333333333330;0,1760295721076720;4;3;10;0,5;0;0,4;0;10;5;100;200;0,0500000000000000;0,4
3173;3173;500;0,0000;0,25647540983606598;0,25647540983606598;0,2764556962025320;0,2052361864846900;4;3;10;0,5;0;0,4;0;10;5;150;200;0,0333333333333333;0,4
3176;3176;900;0,0000;0,43914062500000001;0,43914062500000001;0,4003723404255320;0,3321049187774610;4;3;10;0,5;0;0,4;0;10;5;250;200;0,0200000000000000;0,4
3179;3179;1700;1,0000;0,46688679245282999;0,53311320754716995;0,4645327102803740;0,2786748737161250;4;3;10;0,5;0;0,4;0;10;5;450;200;0,0111111111111111;0,4
3182;3182;1300;0,0000;0,09511111111111110;0,09511111111111110;0,2121839080459770;0,1671976638826190;4;3;10;0,5;0;0,4;0;10;10;100;200;0,1000000000000000;0,4
3185;3185;1100;0,0000;0,11614583333333300;0,11614583333333300;0,1805357142857140;0,1523313166568960;4;3;10;0,5;0;0,4;0;10;10;150;200;0,0666666666666667;0,4
3188;3188;1000;0,0000;0,02058823529411760;0,02058823529411760;0,1935000000000000;0,1687174004792920;4;3;10;0,5;0;0,4;0;10;10;250;200;0,0400000000000000;0,4
3191;3191;900;0,0000;0,29253424657534199;0,29253424657534199;0,2908252427184470;0,2146589829576240;4;3;10;0,5;0;0,4;0;10;10;450;200;0,0222222222222222;0,4
3194;3194;2200;0,0000;0,03023809523809520;0,03023809523809520;0,2491111111111110;0,1822172702655300;4;3;10;0,5;0;0,4;0;10;15;100;200;0,1500000000000000;0,4
3197;3197;1000;0,0000;0,11785714285714299;0,11785714285714299;0,1973033707865170;0,1637314461726320;4;3;10;0,5;0;0,4;0;10;15;150;200;0,1000000000000000;0,4
3200;3200;1700;0,0000;0,56353846153846199;0,56353846153846199;0,5193277310924370;0,3063120738680580;4;3;10;0,5;0;0,4;0;10;15;250;200;0,0600000000000000;0,4
3203;3203;1200;0,0000;0,33744047619047601;0,33744047619047601;0,3329268292682930;0,2332046231134870;4;3;10;0,5;0;0,4;0;10;15;450;200;0,0333333333333333;0,4
3206;3206;3000;0,0000;0,02145833333333330;0,02145833333333330;0,2818376068376070;0,2018381033225490;4;3;10;0,5;0;0,4;0;10;25;100;200;0,2500000000000000;0,4
3209;3209;1800;0,0000;0,03467391304347830;0,03467391304347830;0,2011650485436890;0,1866818147085830;4;3;10;0,5;0;0,4;0;10;25;150;200;0,1666666666666667;0,4
3212;3212;2100;0,0000;0,26452380952380999;0,26452380952380999;0,3237209302325580;0,1802215206672830;4;3;10;0,5;0;0,4;0;10;25;250;200;0,1000000000000000;0,4
3215;3215;2000;0,0000;0,09928571428571430;0,09928571428571430;0,2128571428571430;0,1650399085935620;4;3;10;0,5;0;0,4;0;10;25;450;200;0,0555555555555556;0,4
3218;3218;2300;0,0000;0,08867647058823530;0,08867647058823530;0,2719811320754720;0,1888167154188510;4;3;10;0,5;0;0,4;0;10;30;100;200;0,3000000000000000;0,4
3221;3221;2300;0,0000;0,20931818181818199;0,20931818181818199;0,2896739130434780;0,1772665592748140;4;3;10;0,5;0;0,4;0;10;30;150;200;0,2000000000000000;0,4
3224;3224;1100;0,0000;0,24211538461538501;0,24211538461538501;0,2780701754385960;0,1628772119796680;4;3;10;0,5;0;0,4;0;10;30;250;200;0,1200000000000000;0,4
3227;3227;2800;0,0000;0,01521739130434780;0,01521739130434780;0,2087727272727270;0,1574658640212010;4;3;10;0,5;0;0,4;0;10;30;450;200;0,0666666666666667;0,4
3230;3230;2200;0,0000;0,07885964912280700;0,07885964912280700;0,2238492063492060;0,1727578220497270;4;3;10;0,5;0;0,4;0;10;40;100;200;0,4000000000000000;0,4
3233;3233;3000;0,0000;0,26597222222222200;0,26597222222222200;0,3402325581395350;0,2055279600667170;4;3;10;0,5;0;0,4;0;10;40;150;200;0,2666666666666667;0,4
3236;3236;1600;0,0000;0,42363636363636398;0,42363636363636398;0,3864150943396230;0,2514649977697180;4;3;10;0,5;0;0,4;0;10;40;250;200;0,1600000000000000;0,4
3239;3239;2500;0,0000;0,21024999999999999;0,21024999999999999;0,2661016949152540;0,1373437505278940;4;3;10;0,5;0;0,4;0;10;40;450;200;0,0888888888888889;0,4
3458;3458;1200;1,0000;0,96062499999999995;0,03937500000000000;0,8089240506329110;0,1951325500946960;4;7;10;0,5;0;0,0;0;10;5;100;200;0,0500000000000000;0,4
3461;3461;1100;1,0000;0,97640000000000005;0,02360000000000000;0,8031967213114750;0,1902104816312820;4;7;10;0,5;0;0,0;0;10;5;150;200;0,0333333333333333;0,4
3464;3464;1000;1,0000;0,98375000000000001;0,01625000000000000;0,8131578947368420;0,1971869842736010;4;7;10;0,5;0;0,0;0;10;5;250;200;0,0200000000000000;0,4
3467;3467;1000;1,0000;0,98373626373626399;0,01626373626373620;0,8943951612903230;0,1785335394032270;4;7;10;0,5;0;0,0;0;10;5;450;200;0,0111111111111111;0,4
3470;3470;1500;1,0000;0,96021739130434802;0,03978260869565220;0,8142021276595740;0,1844365193578640;4;7;10;0,5;0;0,0;0;10;10;100;200;0,1000000000000000;0,4
3473;3473;1000;1,0000;0,96187500000000004;0,03812500000000000;0,8067692307692310;0,1982076538342090;4;7;10;0,5;0;0,0;0;10;10;150;200;0,0666666666666667;0,4
3476;3476;1100;1,0000;0,98261904761904795;0,01738095238095240;0,8584848484848490;0,2085462980768500;4;7;10;0,5;0;0,0;0;10;10;250;200;0,0400000000000000;0,4
3479;3479;1100;1,0000;0,98842592592592604;0,01157407407407410;0,8884444444444440;0,1629790164415340;4;7;10;0,5;0;0,0;0;10;10;450;200;0,0222222222222222;0,4
3482;3482;1900;1,0000;0,96954545454545404;0,03045454545454550;0,7179878048780490;0,2244745026023640;4;7;10;0,5;0;0,0;0;10;15;100;200;0,1500000000000000;0,4
3485;3485;1200;1,0000;0,95499999999999996;0,04500000000000000;0,7751333333333330;0,2043859844280680;4;7;10;0,5;0;0,0;0;10;15;150;200;0,1000000000000000;0,4
3488;3488;1400;1,0000;0,98687499999999995;0,01312500000000010;0,7819672131147540;0,2031323023067410;4;7;10;0,5;0;0,0;0;10;15;250;200;0,0600000000000000;0,4
3491;3491;1100;1,0000;0,96766666666666701;0,03233333333333330;0,8108333333333330;0,1945914523645200;4;7;10;0,5;0;0,0;0;10;15;450;200;0,0333333333333333;0,4
3494;3494;2400;1,0000;0,96897959183673499;0,03102040816326530;0,7529435483870970;0,2372436674874930;4;7;10;0,5;0;0,0;0;10;25;100;200;0,2500000000000000;0,4
3497;3497;1800;1,0000;0,98053191489361702;0,01946808510638300;0,8066826923076920;0,2088777346847910;4;7;10;0,5;0;0,0;0;10;25;150;200;0,1666666666666667;0,4
3500;3500;1400;1,0000;0,96685185185185196;0,03314814814814810;0,8328282828282830;0,1782785621507290;4;7;10;0,5;0;0,0;0;10;25;250;200;0,1000000000000000;0,4
3503;3503;1200;1,0000;0,97959459459459497;0,02040540540540550;0,8353947368421050;0,1888399024886680;4;7;10;0,5;0;0,0;0;10;25;450;200;0,0555555555555556;0,4
3506;3506;2200;1,0000;0,82215517241379299;0,17784482758620701;0,6235039370078740;0,2606610300820290;4;7;10;0,5;0;0,0;0;10;30;100;200;0,3000000000000000;0,4
3509;3509;1700;1,0000;0,91276595744680900;0,08723404255319139;0,7278712871287130;0,2188245262015360;4;7;10;0,5;0;0,0;0;10;30;150;200;0,2000000000000000;0,4
3512;3512;1500;1,0000;0,96703703703703703;0,03296296296296300;0,7254666666666670;0,2416793348652320;4;7;10;0,5;0;0,0;0;10;30;250;200;0,1200000000000000;0,4
3515;3515;1200;1,0000;0,98017241379310305;0,01982758620689660;0,7915441176470590;0,2081425626410700;4;7;10;0,5;0;0,0;0;10;30;450;200;0,0666666666666667;0,4
3518;3518;3900;1,0000;0,94484848484848505;0,05515151515151520;0,7332679738562090;0,1728118084467350;4;7;10;0,5;0;0,0;0;10;40;100;200;0,4000000000000000;0,4
3521;3521;1800;1,0000;0,93471428571428605;0,06528571428571429;0,7523913043478260;0,1950337787887260;4;7;10;0,5;0;0,0;0;10;40;150;200;0,2666666666666667;0,4
3524;3524;1900;1,0000;0,97839285714285695;0,02160714285714280;0,7803977272727270;0,2077689665061920;4;7;10;0,5;0;0,0;0;10;40;250;200;0,1600000000000000;0,4
3527;3527;1400;1,0000;0,98076923076923095;0,01923076923076930;0,8066197183098590;0,1841636978495870;4;7;10;0,5;0;0,0;0;10;40;450;200;0,0888888888888889;0,4
3530;3530;2700;0,0000;0,51574074074074105;0,51574074074074105;0,4667753623188410;0,2356415382971250;4;7;10;0,5;0;0,2;0;10;5;100;200;0,0500000000000000;0,4
3533;3533;2200;1,0000;0,59714285714285698;0,40285714285714302;0,6251893939393940;0,2106056382162760;4;7;10;0,5;0;0,2;0;10;5;150;200;0,0333333333333333;0,4
3536;3536;1200;1,0000;0,94207142857142900;0,05792857142857140;0,8386238532110090;0,1769048074735040;4;7;10;0,5;0;0,2;0;10;5;250;200;0,0200000000000000;0,4
3539;3539;1200;1,0000;0,79374999999999996;0,20624999999999999;0,7019565217391300;0,2530105535315120;4;7;10;0,5;0;0,2;0;10;5;450;200;0,0111111111111111;0,4
3542;3542;800;0,0000;0,50786516853932595;0,50786516853932595;0,4741810344827590;0,1946869772620710;4;7;10;0,5;0;0,2;0;10;10;100;200;0,1000000000000000;0,4
3545;3545;1400;1,0000;0,66524590163934405;0,33475409836065600;0,6175000000000000;0,2887767715892740;4;7;10;0,5;0;0,2;0;10;10;150;200;0,0666666666666667;0,4
3548;3548;2100;1,0000;0,88933823529411804;0,11066176470588200;0,7664552238805969;0,1870776693542070;4;7;10;0,5;0;0,2;0;10;10;250;200;0,0400000000000000;0,4
3551;3551;1000;1,0000;0,94625000000000004;0,05375000000000000;0,8123376623376620;0,1899542611421030;4;7;10;0,5;0;0,2;0;10;10;450;200;0,0222222222222222;0,4
3554;3554;1500;0,0000;0,70351351351351399;0,70351351351351399;0,5863114754098360;0,2783442806039180;4;7;10;0,5;0;0,2;0;10;15;100;200;0,1500000000000000;0,4
3557;3557;1700;0,0000;0,67500000000000004;0,67500000000000004;0,5979527559055120;0,2677991979986010;4;7;10;0,5;0;0,2;0;10;15;150;200;0,1000000000000000;0,4
3560;3560;3000;1,0000;0,94333333333333302;0,05666666666666660;0,7744444444444440;0,2026628289110320;4;7;10;0,5;0;0,2;0;10;15;250;200;0,0600000000000000;0,4
3563;3563;2000;1,0000;0,84079710144927500;0,15920289855072500;0,7706060606060610;0,1601931447569180;4;7;10;0,5;0;0,2;0;10;15;450;200;0,0333333333333333;0,4
3566;3566;2500;0,0000;0,04705882352941180;0,04705882352941180;0,2108928571428570;0,1659537196498980;4;7;10;0,5;0;0,2;0;10;25;100;200;0,2500000000000000;0,4
3569;3569;2100;0,0000;0,32617021276595698;0,32617021276595698;0,3337610619469030;0,1726933840622220;4;7;10;0,5;0;0,2;0;10;25;150;200;0,1666666666666667;0,4
3572;3572;5000;1,0000;NA;0,00000000000000000;0,5843790849673201;0,2429244252885840;4;7;10;0,5;0;0,2;0;10;25;250;200;0,1000000000000000;0,4
3575;3575;2500;1,0000;0,85169491525423702;0,14830508474576301;0,7357664233576640;0,1992060440397490;4;7;10;0,5;0;0,2;0;10;25;450;200;0,0555555555555556;0,4
3578;3578;2400;0,0000;0,17377551020408200;0,17377551020408200;0,2614112903225810;0,1470227023062880;4;7;10;0,5;0;0,2;0;10;30;100;200;0,3000000000000000;0,4
3581;3581;2700;0,0000;0,36869047619047601;0,36869047619047601;0,3442063492063490;0,2303548677136320;4;7;10;0,5;0;0,2;0;10;30;150;200;0,2000000000000000;0,4
3584;3584;2900;1,0000;0,59885245901639295;0,40114754098360700;0,5499006622516560;0,2600426056108730;4;7;10;0,5;0;0,2;0;10;30;250;200;0,1200000000000000;0,4
3587;3587;NA;0,7890;NA;0,00000000000000000;0,5396405228758170;0,2392292342189560;4;7;10;0,5;0;0,2;0;10;30;450;200;0,0666666666666667;0,4
3590;3590;1700;0,0000;0,13177966101694899;0,13177966101694899;0,2049115044247790;0,1323853653382890;4;7;10;0,5;0;0,2;0;10;40;100;200;0,4000000000000000;0,4
3593;3593;2300;0,0000;0,27228813559322002;0,27228813559322002;0,3247709923664120;0,1433230114588130;4;7;10;0,5;0;0,2;0;10;40;150;200;0,2666666666666667;0,4
3596;3596;3700;1,0000;0,78371794871794898;0,21628205128205100;0,7014379084967320;0,1784921061967290;4;7;10;0,5;0;0,2;0;10;40;250;200;0,1600000000000000;0,4
3599;3599;4900;1,0000;0,82666666666666699;0,17333333333333301;0,6711437908496730;0,1867876791517670;4;7;10;0,5;0;0,2;0;10;40;450;200;0,0888888888888889;0,4
3602;3602;1000;0,0000;0,09532608695652170;0,09532608695652170;0,2056329113924050;0,1695192430809800;4;7;10;0,5;0;0,4;0;10;5;100;200;0,0500000000000000;0,4
3605;3605;1000;0,0000;0,13375000000000001;0,13375000000000001;0,2310273972602740;0,1754893137457810;4;7;10;0,5;0;0,4;0;10;5;150;200;0,0333333333333333;0,4
3608;3608;1700;0,0000;0,73702702702702705;0,73702702702702705;0,6128125000000000;0,2856810828570250;4;7;10;0,5;0;0,4;0;10;5;250;200;0,0200000000000000;0,4
3611;3611;2700;0,0000;0,33769230769230801;0,33769230769230801;0,4821544715447150;0,3074172428294450;4;7;10;0,5;0;0,4;0;10;5;450;200;0,0111111111111111;0,4
3614;3614;900;0,0000;0,02875000000000000;0,02875000000000000;0,1601724137931030;0,1614896811576120;4;7;10;0,5;0;0,4;0;10;10;100;200;0,1000000000000000;0,4
3617;3617;1800;0,0000;0,13609375000000001;0,13609375000000001;0,2653370786516850;0,1782503311115260;4;7;10;0,5;0;0,4;0;10;10;150;200;0,0666666666666667;0,4
3620;3620;1300;0,0000;0,52593749999999995;0,52593749999999995;0,4631666666666670;0,2558730922270700;4;7;10;0,5;0;0,4;0;10;10;250;200;0,0400000000000000;0,4
3623;3623;2600;1,0000;0,77687499999999998;0,22312499999999999;0,6540875912408760;0,2106364820383180;4;7;10;0,5;0;0,4;0;10;10;450;200;0,0222222222222222;0,4
3626;3626;1800;0,0000;0,13666666666666699;0,13666666666666699;0,2314215686274510;0,1611167362458200;4;7;10;0,5;0;0,4;0;10;15;100;200;0,1500000000000000;0,4
3629;3629;1400;0,0000;0,03476190476190480;0,03476190476190480;0,1480459770114940;0,1461310265867650;4;7;10;0,5;0;0,4;0;10;15;150;200;0,1000000000000000;0,4
3632;3632;2100;0,0000;0,27905172413793100;0,27905172413793100;0,3325806451612900;0,1576587906096290;4;7;10;0,5;0;0,4;0;10;15;250;200;0,0600000000000000;0,4
3635;3635;1400;0,0000;0,13482758620689700;0,13482758620689700;0,2360194174757280;0,1720755067155750;4;7;10;0,5;0;0,4;0;10;15;450;200;0,0333333333333333;0,4
3638;3638;1300;0,0000;0,15087719298245600;0,15087719298245600;0,2430303030303030;0,1570564992934560;4;7;10;0,5;0;0,4;0;10;25;100;200;0,2500000000000000;0,4
3641;3641;1200;0,0000;0,08624999999999999;0,08624999999999999;0,2334000000000000;0,1946222258911110;4;7;10;0,5;0;0,4;0;10;25;150;200;0,1666666666666667;0,4
3644;3644;1300;0,0000;0,14436363636363600;0,14436363636363600;0,2412886597938140;0,1827214386460810;4;7;10;0,5;0;0,4;0;10;25;250;200;0,1000000000000000;0,4
3647;3647;NA;0,4685;NA;0,00000000000000000;0,4959803921568630;0,1124898516234520;4;7;10;0,5;0;0,4;0;10;25;450;200;0,0555555555555556;0,4
3650;3650;1700;0,0000;0,05034482758620690;0,05034482758620690;0,1881325301204820;0,1394495075229690;4;7;10;0,5;0;0,4;0;10;30;100;200;0,3000000000000000;0,4
3653;3653;1300;0,0000;0,47757812500000002;0,47757812500000002;0,4465094339622640;0,3176814590654640;4;7;10;0,5;0;0,4;0;10;30;150;200;0,2000000000000000;0,4
3656;3656;1400;0,0000;0,04738095238095240;0,04738095238095240;0,1917241379310340;0,1754459891483980;4;7;10;0,5;0;0,4;0;10;30;250;200;0,1200000000000000;0,4
3659;3659;3900;0,0000;0,45678571428571402;0,45678571428571402;0,4210472972972970;0,2058111985496120;4;7;10;0,5;0;0,4;0;10;30;450;200;0,0666666666666667;0,4
3662;3662;2500;0,0000;0,33810810810810799;0,33810810810810799;0,3223043478260870;0,1821837405802390;4;7;10;0,5;0;0,4;0;10;40;100;200;0,4000000000000000;0,4
3665;3665;1200;0,0000;0,21072727272727301;0,21072727272727301;0,2740957446808510;0,1534670339823250;4;7;10;0,5;0;0,4;0;10;40;150;200;0,2666666666666667;0,4
3668;3668;2100;0,0000;0,25190000000000001;0,25190000000000001;0,3164224137931030;0,1554443924541100;4;7;10;0,5;0;0,4;0;10;40;250;200;0,1600000000000000;0,4
3671;3671;2000;0,0000;0,16317073170731700;0,16317073170731700;0,2723076923076920;0,1605647240830490;4;7;10;0,5;0;0,4;0;10;40;450;200;0,0888888888888889;0,4
3890;3890;1400;1,0000;0,97652173913043505;0,02347826086956520;0,7884558823529410;0,1976848414321280;7;1;10;0,5;0;0,0;0;10;5;100;200;0,0500000000000000;0,7
3893;3893;1300;1,0000;0,98037037037037000;0,01962962962962970;0,7991304347826090;0,2168558014417090;7;1;10;0,5;0;0,0;0;10;5;150;200;0,0333333333333333;0,7
3896;3896;1400;1,0000;0,96982142857142895;0,03017857142857150;0,8683720930232560;0,1777453880276960;7;1;10;0,5;0;0,0;0;10;5;250;200;0,0200000000000000;0,7
3899;3899;NA;0,8840;NA;0,00000000000000000;0,7889215686274510;0,1492678857048170;7;1;10;0,5;0;0,0;0;10;5;450;200;0,0111111111111111;0,7
3902;3902;1300;1,0000;0,95444444444444398;0,04555555555555560;0,8055747126436780;0,1920171765684000;7;1;10;0,5;0;0,0;0;10;10;100;200;0,1000000000000000;0,7
3905;3905;1200;1,0000;0,98419999999999996;0,01580000000000000;0,8114843750000000;0,2033209982353340;7;1;10;0,5;0;0,0;0;10;10;150;200;0,0666666666666667;0,7
3908;3908;1100;1,0000;0,98023255813953503;0,01976744186046510;0,8231012658227850;0,2131604424586010;7;1;10;0,5;0;0,0;0;10;10;250;200;0,0400000000000000;0,7
3911;3911;1000;1,0000;0,97086206896551697;0,02913793103448280;0,8110483870967740;0,2018279926172610;7;1;10;0,5;0;0,0;0;10;10;450;200;0,0222222222222222;0,7
3914;3914;1600;1,0000;0,98282608695652196;0,01717391304347830;0,7586486486486490;0,2109572074007270;7;1;10;0,5;0;0,0;0;10;15;100;200;0,1500000000000000;0,7
3917;3917;1300;1,0000;0,98435897435897401;0,01564102564102570;0,8158024691358020;0,2029862322765440;7;1;10;0,5;0;0,0;0;10;15;150;200;0,1000000000000000;0,7
3920;3920;1300;1,0000;0,96838235294117603;0,03161764705882350;0,8148026315789469;0,1852933544220690;7;1;10;0,5;0;0,0;0;10;15;250;200;0,0600000000000000;0,7
3923;3923;1000;1,0000;0,98062499999999997;0,01937500000000000;0,8085087719298250;0,2059211987636310;7;1;10;0,5;0;0,0;0;10;15;450;200;0,0333333333333333;0,7
3926;3926;1900;1,0000;0,96163461538461503;0,03836538461538460;0,7568303571428570;0,2293586784808150;7;1;10;0,5;0;0,0;0;10;25;100;200;0,2500000000000000;0,7
3929;3929;1700;1,0000;0,98577777777777797;0,01422222222222220;0,8222222222222220;0,1888326413518310;7;1;10;0,5;0;0,0;0;10;25;150;200;0,1666666666666667;0,7
3932;3932;1400;1,0000;0,96803030303030302;0,03196969696969700;0,7793589743589741;0,2052182224231530;7;1;10;0,5;0;0,0;0;10;25;250;200;0,1000000000000000;0,7
3935;3935;1100;1,0000;0,97689655172413803;0,02310344827586210;0,8107692307692310;0,1901073520105460;7;1;10;0,5;0;0,0;0;10;25;450;200;0,0555555555555556;0,7
