run_number;resolution_speed;coop_success;mean_after_bounce;bounce_back;mean_coop;std_coop;benefit;set_std;cost;synergy;trait_mut;set_mut;dir_exp;baseline;set_mean;total_sets;population;K_M_ratio;b_c_ratio
6;500;0,0000;0,00666666666666667;0,00666666666666667;0,1238888888888889;0,1618212319540026;0,1;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,01
7;500;0,0000;0,01285714285714286;0,01285714285714286;0,0969230769230769;0,1451082708063543;0,1;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,01
8;500;0,0000;0,00700000000000000;0,00700000000000000;0,1045454545454545;0,1507722545008621;0,1;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,01
9;600;0,0000;0,01400000000000000;0,01400000000000000;0,1225000000000000;0,1698863256308866;0,1;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,01
10;600;0,0000;0,01214285714285714;0,01214285714285714;0,0957142857142857;0,1430419134763969;0,1;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,01
21;600;0,0000;0,00666666666666667;0,00666666666666667;0,0965384615384615;0,1450917039809739;0,1;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,01
22;500;0,0000;0,00583333333333333;0,00583333333333333;0,1158333333333333;0,1747053797024284;0,1;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,01
23;500;0,0000;0,01750000000000000;0,01750000000000000;0,1140000000000000;0,1377961457290362;0,1;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,01
24;500;0,0000;0,01400000000000000;0,01400000000000000;0,1140909090909091;0,1528368113678472;0,1;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,01
25;500;0,0000;0,01125000000000000;0,01125000000000000;0,1170000000000000;0,1617645751633459;0,1;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,01
36;500;0,0000;0,01357142857142857;0,01357142857142857;0,0900000000000000;0,1321142182608165;0,1;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,01
37;500;0,0000;0,00900000000000000;0,00900000000000000;0,1322727272727273;0,1761726942003731;0,1;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,01
38;500;0,0000;0,00500000000000000;0,00500000000000000;0,1416666666666667;0,1740869035855368;0,1;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,01
39;600;0,0000;0,00928571428571429;0,00928571428571429;0,1064285714285714;0,1633122136304542;0,1;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,01
40;600;0,0000;0,01562500000000000;0,01562500000000000;0,0930000000000000;0,1435369539277504;0,1;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,01
51;500;0,0000;0,00666666666666667;0,00666666666666667;0,0987500000000000;0,1435448140350728;0,1;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,01
52;500;0,0000;0,01125000000000000;0,01125000000000000;0,1415000000000000;0,1760689574507039;0,1;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,01
53;600;0,0000;0,00857142857142857;0,00857142857142857;0,1057142857142857;0,1572339895586431;0,1;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,01
54;500;0,0000;0,00500000000000000;0,00500000000000000;0,0912500000000000;0,1381719120253001;0,1;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,01
55;500;0,0000;0,01250000000000000;0,01250000000000000;0,1400000000000000;0,1678127263085583;0,1;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,01
66;700;0,0000;0,00333333333333333;0,00333333333333333;0,1659090909090909;0,1852271332960992;0,1;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,01
67;600;0,0000;0,00666666666666667;0,00666666666666667;0,0921875000000000;0,1445910180474569;0,1;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,01
68;500;0,0000;0,01200000000000000;0,01200000000000000;0,1209090909090909;0,1650123962285589;0,1;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,01
69;500;0,0000;0,00642857142857143;0,00642857142857143;0,1011538461538461;0,1497519316257424;0,1;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,01
70;600;0,0000;0,01083333333333333;0,01083333333333333;0,1192307692307692;0,1568816718879518;0,1;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,01
81;500;0,0000;0,01000000000000000;0,01000000000000000;0,1500000000000000;0,1487807591246741;0,1;2;10;0,83;0;0,25;0;10;12;150;200;0,08;0,01
82;600;0,0000;0,00437500000000000;0,00437500000000000;0,0923333333333333;0,1427768822157078;0,1;2;10;0,83;0;0,25;0;10;12;150;200;0,08;0,01
83;700;0,0000;0,00916666666666667;0,00916666666666667;0,1264285714285714;0,1528124613755316;0,1;2;10;0,83;0;0,25;0;10;12;150;200;0,08;0,01
84;600;0,0000;0,00500000000000000;0,00500000000000000;0,1141666666666667;0,1541226390858523;0,1;2;10;0,83;0;0,25;0;10;12;150;200;0,08;0,01
85;600;0,0000;0,00750000000000000;0,00750000000000000;0,1638888888888889;0,1812073704657488;0,1;2;10;0,83;0;0,25;0;10;12;150;200;0,08;0,01
96;1100;0,0000;0,02000000000000000;0,02000000000000000;0,1738235294117647;0,1748439430228131;0,1;2;10;1,00;0;0,25;0;10;12;150;200;0,08;0,01
97;800;0,0000;0,01166666666666667;0,01166666666666667;0,1370000000000000;0,1557447545551007;0,1;2;10;1,00;0;0,25;0;10;12;150;200;0,08;0,01
98;700;0,0000;0,00928571428571429;0,00928571428571429;0,1100000000000000;0,1431283140601967;0,1;2;10;1,00;0;0,25;0;10;12;150;200;0,08;0,01
99;700;0,0000;0,01750000000000000;0,01750000000000000;0,1587500000000000;0,1615426343949879;0,1;2;10;1,00;0;0,25;0;10;12;150;200;0,08;0,01
100;1000;0,0000;0,00750000000000000;0,00750000000000000;0,1756666666666667;0,1821191394455315;0,1;2;10;1,00;0;0,25;0;10;12;150;200;0,08;0,01
111;400;0,0000;0,01500000000000000;0,01500000000000000;0,1133333333333333;0,1622690666763077;0,2;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,02
112;500;0,0000;0,01500000000000000;0,01500000000000000;0,1225000000000000;0,1439762711930916;0,2;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,02
113;600;0,0000;0,00833333333333333;0,00833333333333333;0,1023076923076923;0,1499529840846705;0,2;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,02
114;600;0,0000;0,00642857142857143;0,00642857142857143;0,0942857142857143;0,1499725249562674;0,2;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,02
115;500;0,0000;0,01111111111111111;0,01111111111111111;0,0833333333333333;0,1411770249755688;0,2;2;10;0,00;0;0,25;0;10;12;150;200;0,08;0,02
126;500;0,0000;0,01300000000000000;0,01300000000000000;0,1050000000000000;0,1402854233340015;0,2;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,02
127;500;0,0000;0,00714285714285714;0,00714285714285714;0,1138461538461538;0,1737233654184367;0,2;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,02
128;500;0,0000;0,01500000000000000;0,01500000000000000;0,1375000000000000;0,1730807454468707;0,2;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,02
129;500;0,0000;0,01000000000000000;0,01000000000000000;0,0811538461538462;0,1273471934999264;0,2;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,02
130;500;0,0000;0,00700000000000000;0,00700000000000000;0,1240909090909091;0,1789806998228885;0,2;2;10;0,16;0;0,25;0;10;12;150;200;0,08;0,02
141;400;0,0000;0,00928571428571429;0,00928571428571429;0,1008333333333333;0,1554148895015786;0,2;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,02
142;400;0,0000;0,01375000000000000;0,01375000000000000;0,0973076923076923;0,1479810712081023;0,2;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,02
143;500;0,0000;0,01250000000000000;0,01250000000000000;0,1260000000000000;0,1507905095746340;0,2;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,02
144;600;0,0000;0,01125000000000000;0,01125000000000000;0,1286363636363636;0,1662241093988912;0,2;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,02
145;500;0,0000;0,01400000000000000;0,01400000000000000;0,1277272727272727;0,1764846117422655;0,2;2;10;0,33;0;0,25;0;10;12;150;200;0,08;0,02
156;600;0,0000;0,01000000000000000;0,01000000000000000;0,1054166666666667;0,1475629038954595;0,2;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,02
157;500;0,0000;0,00875000000000000;0,00875000000000000;0,0900000000000000;0,1441953802738066;0,2;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,02
158;600;0,0000;0,01166666666666667;0,01166666666666667;0,0906250000000000;0,1371358815190248;0,2;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,02
159;600;0,0000;0,01150000000000000;0,01150000000000000;0,0844117647058824;0,1344070584193448;0,2;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,02
160;500;0,0000;0,01571428571428572;0,01571428571428572;0,1146153846153846;0,1626532807649134;0,2;2;10;0,50;0;0,25;0;10;12;150;200;0,08;0,02
171;700;0,0000;0,00833333333333333;0,00833333333333333;0,1125000000000000;0,1494444841610216;0,2;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,02
172;600;0,0000;0,00833333333333333;0,00833333333333333;0,1253846153846154;0,1721973376011461;0,2;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,02
173;700;0,0000;0,00916666666666667;0,00916666666666667;0,1289285714285714;0,1718359970731101;0,2;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,02
174;700;0,0000;0,00833333333333333;0,00833333333333333;0,1346428571428571;0,1694500639593393;0,2;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,02
175;600;0,0000;0,00550000000000000;0,00550000000000000;0,0826470588235294;0,1288787905245034;0,2;2;10;0,66;0;0,25;0;10;12;150;200;0,08;0,02
186;1200;0,0000;0,01700000000000000;0,01700000000000000;0,1911111111111111;0,1835319779441844;0,2;2;10;0,83;0;0,25;0;10;12;150;200;0,08;0,02
